EMBER_PATH	Fire insects, furnace species and Blacephalon distinguish this hot optional passage. Preserve its exceptional encounter and the connection into Ashen Woods.
EVER_GRANDE_CITY	Keep the final coastal preparation pool and the five-species Super Rod set. The Waterfall approach and actual shoreline access must be represented in acquisition guidance.
FIERY_PATH	Numel-country heat, Torkoal, gas and Fire types remain recognizable. Replace only a redundant Larvesta occurrence with Slither Wing, retaining its earlier forest acquisition.
GRANITE_CAVE_1F	Zubat, Geodude, Makuhita, Aron and Abra retain the original cave identity while Beldum and newer minerals expand choice. Preserve all12 entries and early high-ceiling options.
GRANITE_CAVE_B1F	Sableye/Mawile, Bronzor, Meditite and mineral residents give a distinct deeper roster. Keep the alternatives and separate darkness/physical navigation from battle availability.
GRANITE_CAVE_B2F	Duraludon, Deino and Tinkatink reward deeper exploration. Keep the ordinary table separate from Cobalion's landmark and Rock Smash access; neither is established by seeing a species in another method.
GRANITE_CAVE_STEVENS_ROOM	The steel/mineral roster makes Steven's chamber distinctive. Metang and Lucario are deliberate immediately strong options; retain them alongside their earlier forms.
JAGGED_PASS	Fighting, Ground, Fire and mountain dragons fit the slopes. Preserve the broad roster and bike/path distinctions; no proposal delays early Bagon merely to enforce a growth chapter.
LILYCOVE_CITY	Coastal Surf and rod pools provide useful late options near preparation services. Keep Lapras and Relicanth access and distinguish fishing choices from nearby route grass.
MAGMA_HIDEOUT_1F	Numel, Slugma, stone and gas establish faction habitat immediately. Keep familiar residents and capable Fire/Ground choices during demanding story battles.
MAGMA_HIDEOUT_2F_1R	Noibat and evolved minerals vary the volcanic cave without losing Numel. Preserve the battle-ready reserve options rather than require raising only low forms.
MAGMA_HIDEOUT_2F_2R	The toxic pocket is distinguished by Koffing/Grimer and their support. Keep the Houndour/Salandit lines and the existing encounter levels under the global wild clamp.
MAGMA_HIDEOUT_2F_3R	The darker Fire roster complements the adjacent toxic chamber. Keep Houndour, Camerupt and Salazzle choices as practical alternatives to a single mandatory counter-team.
MAGMA_HIDEOUT_3F_1R	Evolved Fire threats are appropriate within the hideout's main confrontation. Preserve Darmanitan and Volcarona as optional player tools at the same time opponents use serious combinations.
MAGMA_HIDEOUT_3F_2R	The furnace-like chamber adds Chandelure and retains mixed offensive options. Same-family repetition supports convenient preparation rather than implying a required encounter rewrite.
MAGMA_HIDEOUT_3F_3R	This chamber retains unevolved Larvesta alongside developed Fire species. Keep the choice of immediate readiness or a preferred family; the Leveler removes level-grind pressure.
MAGMA_HIDEOUT_4F	The climax floor gains Gouging Fire by replacing one redundant Magmar occurrence. Magby/Magmar remain available elsewhere; Camerupt and the volcanic identity stay intact.
METEOR_FALLS_1F_1R	Solrock/Lunatone, Bagon and rare mineral/dragon visitors make an excellent landmark roster. Preserve early Bagon elsewhere too; this site remains meaningful through density and its own discoveries.
METEOR_FALLS_1F_2R	Scream Tail replaces a repeated Clefairy occurrence while lunar anchors and Bagon stay. Rear-chamber physical access must not be conflated with first entry to the front cave.
METEOR_FALLS_B1F_1R	Preserve the mature dragons and metallic plants. Distinguish its land roster, water methods, and legendary landmark; Waterfall/path prerequisites are documented by the world route.
METEOR_FALLS_B1F_2R	Salamence, Dragonite and Roaring Moon make the remote chamber rewarding. Keep powerful ordinary discoveries and the Jirachi/Cresselia-related story paths separate.
METEOR_FALLS_STEVENS_CAVE	The steel/stone collection gains Iron Boulder in a redundant Duraludon slot. Retain Metagross and Iron Crown, and keep Steven's authored team as a separate encounter obligation.
MIRAGE_TOWER_1F	Sandshrew/Trapinch plus relic-like Ghost/Steel residents fit an archaeological entrance. Keep the meaningful fossil route and tower disappearance state distinct from catchable species.
MIRAGE_TOWER_2F	Cofagrigus-line, golems and burrowing species support the ascent. Preserve the varied counter-building options and check bike/obstacle access through the existing puzzle.
MIRAGE_TOWER_3F	Developed relic Pokémon make the upper floor feel deeper without withholding advanced strategy earlier. Keep its distinct Golurk/Claydol/Brongzong mix and stone interactions.
MIRAGE_TOWER_4F	The evolved ruin roster suits the fossil summit. Preserve it and ensure the permanent Sandstrewn/Underpass route still supports later collection after the tower event.
MIRAGE_TOWER_B1F	Gimmighoul Chest provides a distinctive subterranean find among relics. Keep the basement gateway and its field encounters separate from the temporary above-ground tower.
MOSSDEEP_CITY	Finizen and marine support Pokémon fit a research island. Keep the rod/Surf split and convenient access to late-team options near the Space Center sequence.
MT_PYRE_1F	Shuppet and Duskull remain leading residents with familiar and modern Ghosts. Preserve the room as the clear entry into the Duskull family's dedicated habitat.
MT_PYRE_2F	The second floor keeps Shuppet/Duskull and spirit flora. An Antique Sinistea variant can replace this floor's ordinary Sinistea while phony cups remain in earlier sources.
MT_PYRE_3F	Lampent and the original ghosts provide increasing local variety. Preserve the roster and the actual indoor trainer paths rather than use cosmetic floor numbers as capture gates.
MT_PYRE_4F	Mimikyu and Poltchageist broaden the tower's supernatural ecology. Keep all useful roles, including evolved ghosts available without a separate grinding requirement.
MT_PYRE_5F	The upper floor keeps the original Ghost families and can distinguish artisan Poltchageist from counterfeit forms below. Preserve all unrelated roster entries.
MT_PYRE_6F	Sinistcha, Houndstone and the mature original Ghosts support final preparations. Keep the Pecharunt/Giratina landmarks as separately gated interactions.
MT_PYRE_EXTERIOR	Vulpix, Meditite, Chimecho and unusual regional spirits preserve the familiar exterior identity. Keep Duskull here and distinguish exterior grass from internal ghost floors.
MT_PYRE_SUMMIT	Flutter Mane is a powerful thematic discovery among spirits and mournful residents. Preserve it; the Darkrai NPC quest and relic story state require separate clear guidance.
NEW_MAUVILLE_ENTRANCE	Magnemite/Voltorb/Klink establish the station. Iron Thorns replaces a redundant evolved Eelektross slot while Tynamo and its evolution path remain available locally.
NEW_MAUVILLE_INSIDE	Keep technological families, Iron Hands and Wattrel. Rotom's scripted interaction, Meltan's landmark/evolution condition and ordinary encounters are distinct routes and must all be accurately explained.
PACIFIDLOG_TOWN	The floating settlement offers ocean support and predator choices. Keep Finizen, Lapras and rod-specific differences; currents determine which other habitats are reachable from here.
PETALBURG_CITY	Pond encounters and coastal-like fishing provide convenient return options after Surf. Preserve the method diversity and avoid claiming these water species are all available on the initial visit.
PETALBURG_WOODS	Preserve Shroomish/Slakoth/Wurmple with Caterpie, Ferroseed and the newly restored Burmy. This already meets broad early ammunition and woodland identity without another large reshuffle.
PETALBURG_WOODS_2	Cocoons, bugs, elemental monkeys and forest fruits make a distinct deeper section. Keep Paras and its useful support moves; Cut/path access is an actual requirement, not a badge-list guess.
PETALBURG_WOODS_3	Keep the diverse deep forest and early Kartana option. Its maze, optional water and Rock Smash methods make geography meaningful; dormant Hidden rows are not an extra native encounter method.
ROUTE101	The opening has strong Hoenn anchors and baby/unevolved alternatives. Preserve its12-species roster around the new two-starter rescue and pre-rival catching loop.
ROUTE102	Lotad/Seedot/Ralts/Surskit remain recognizable and Happiny/Togepi offer support choices. Preserve the roster so the first expert doubles battles have multiple available answers.
ROUTE103	The Electric-rich roster is an intentional broad early resource after the user's clarification. Keep those options; improve the riverside identity through world context rather than an automatic availability nerf.
ROUTE104	Mienfoo, babies, birds and plants give varied low-cap team-building. Preserve the eleven-percent Mienfoo and the fishing/Surf return layer independently of the initial woodland route.
ROUTE105	The shoreline roster offers Water, Psychic and Fighting options. Verify actual grass/island access rather than assuming Briney's passage allows landing at every listed encounter tile.
ROUTE106	Makuhita, Machop, coastal invertebrates and strong Fighting visitors suit Dewford's shore. Preserve Hawlucha/Falinks and the separate Rock Smash/capture methods.
ROUTE107	The western shelf offers a distinct mix of fish and shallow-water species. Keep rod tiers and practical chances; boating past the route is not equivalent to Surf access.
ROUTE108	Frillish, Dragalge and Dhelmise support the wreck-adjacent sea identity. Keep the shoreline fish pool and the Abandoned Ship connection as a worthwhile revisit.
ROUTE109	The beach's Rock Smash pool includes Sandygast and Pincurchin, making a method-specific discovery worthwhile. Keep Surf and fishing availability separate from early beach trainer access.
ROUTE110	Electrike, Gulpin, Plusle/Minun and urban newcomers establish the electrical corridor. Preserve the broad roster, including Pachirisu and Gimmighoul; resolve legendary clues without moving their gates.
ROUTE111	Desert residents and Galarian Yamask fit the arid region. Retain Gible and other strong choices; the Dynamo rope, desert goggles and permanent cursed-stone path are separate physical requirements.
ROUTE111_RUINS_EXTERIOR	The plateau gains Sandy Shocks in a repeated Claydol slot. Preserve Rockruff's distinct form, Girafarig and other useful visitors, and use actual ruins access for guide text.
ROUTE112	Keep the hot mountain approach's Fighting/Fire roster and Tyrogue. An optional early Tyrogue gift is a separate proposal only if it preserves this wild habitat; no need to remove the current entry.
ROUTE113	Spinda, Skarmory and Spoink establish ash-route nostalgia. Preserve the new competitive choices around those anchors and avoid duplicate relocation merely for apparent rarity.
ROUTE114	Swablu, Lombre/Nuzleaf and Zangoose/Seviper retain identity with varied visiting families. Keep the mixed roster and the separate river/rock methods that reward return exploration.
ROUTE115	The northern grass roster supports useful families but is not on the same initial path as southern Seaspray access. Preserve the species and explicitly separate those physical areas in guidance.
ROUTE116	Nincada, Skitty and the recent babies coexist with strong unevolved choices and Dreepy. Preserve all of them; low-level late bloomers are valid player choices rather than a pacing defect.
ROUTE117	The Daycare meadow stays broad with Ditto and varied mammals/plants. The Old Rod gains Paldean Wooper while retaining Tympole, adding a missing functional line without another scarce hunt.
ROUTE118	Linoone/Manectric preserve the familiar river corridor. Replace redundant Raticate/Porygon occurrences with Galarian Zigzagoon and Squawkabilly; their displaced families retain actual other routes.
ROUTE119	Tropius, Goomy and rainforest residents stay with Raging Bolt. Hisuian Voltorb replaces a repeated final-evolution Kommo-o encounter; its base family remains earlier and elsewhere.
ROUTE120	Keep Absol, Tropius and the mushroom/pumpkin ecology. The four Pumpkaboo sizes are deliberate form access; do not call them four entirely new species or remove mechanically distinct size options.
ROUTE121	The city/haunted-country transition gains Alolan Grimer in a repeated evolved Hypno slot. Early Drowzee preserves Hypno access; Komala also yields space for a directly obtainable rare Maushold form while remaining on Route118.
ROUTE122	The haunted island's surrounding water has Frillish and deep marine choices. Preserve the coastal context and avoid counting island access as reaching every Mt.Pyre interior immediately.
ROUTE123	The Berry Master's countryside supports plants, insects, birds and orchard families. Preserve Karrablast/Shelmet access, their evolution methods and the separate garden-currency rewards.
ROUTE124	The eastern sea offers Finizen, Mantine and useful rod catches. Retain the distinctive Dive layer rather than treating its surface and underwater species as one pool.
ROUTE125	The cold approach to Shoal supports Spheal and marine options. Keep its rod-only Hisuian Qwilfish and the indoor tide-related discoveries distinct.
ROUTE126	The Sootopolis perimeter has its own sea population and an underwater layer. Preserve the two as separate habitats with Dive requirements and appropriate story access.
ROUTE127	The eastern approach provides Lapras, Mareanie and other marine tools near demanding trainers. Keep the accessible choices and the Keldeo-related landmark separate from fishing.
ROUTE128	The cavern approach retains Wailmer, Sharpedo and strong marine combinations. Preserve Finizen and the distinct Seafloor/Dive entrances rather than flattening all acquisition into this route.
ROUTE129	The southern ocean offers cold/deep visitors and special fishing forms. Keep the current roster while linking current-direction constraints to actual exploration.
ROUTE130	Wynaut remains the leading Mirage Island resident. Preserve broad optional island diversity under the user's choice-first direction, while explicitly distinguishing rare island appearance from species slot chance.
ROUTE131	Clamperl and Gyarados make a useful southern-water mix near Sky Pillar. Keep the Super Rod and Surf split and the story-controlled tower entrance separate.
ROUTE132	Current-driven water exploration offers Wailmer/Finizen and different fish. Preserve usable catches and document one-way current access and return routes.
ROUTE133	The currents include Spheal, Mantine and Lapras options. Preserve convenient collection rather than forcing repeated long current loops for an exclusive critical counter.
ROUTE134	The Sealed Chamber approach keeps deep-sea residents and useful fishing forms. Its puzzle prerequisites belong to the landmark path, not every ordinary encounter in the surrounding water.
RUSTURF_TUNNEL	Whismur has the top slot and is uniquely associated with this tunnel; retain broad early alternatives including Chingling, Larvitar and Bagon. The prior suggestion to sacrifice this ammunition for a narrow roster is not adopted.
SAFARI_ZONE_NORTH	Imported regional forms, Kangaskhan, Tauros and Scyther make a strong collection destination. Preserve the roster and actual bike-area access; normal species collection remains distinct from the nursery Mega reward.
SAFARI_ZONE_NORTHEAST	The extension's familiar Johto and evolved species remain useful postgame alternatives. Clearly record the extension opening rather than treating all Safari sections as immediately accessible.
SAFARI_ZONE_NORTHWEST	The more developed Safari population complements the northern section and includes Ditto. Preserve Kangaskhan/Scyther access and all water-method distinctions; a redundant Ditto occurrence yields space for the Yellow Squawkabilly ability group.
SAFARI_ZONE_SOUTH	The accessible imported-fauna section gains Galarian Meowth instead of repeated Porygon. Keep Alolan cats/Raichu, Chansey and the recognizable Safari collection mix.
SAFARI_ZONE_SOUTHEAST	The extension supports evolved Johto choices and special water methods. Preserve it as additional convenience without claiming the expansion gate is already open pre-League.
SAFARI_ZONE_SOUTHWEST	Swamp insects, Croagunk and Goomy families provide a coherent alternative Safari ecosystem. Keep their evolved catches and independent fishing choices.
SANDSTREWN_RUINS	Relic Ghost/Steel Pokémon and Great Tusk make an appropriate archaeological reward. Preserve unusual power and distinguish puzzle navigation from simple map registration.
SANDSTREWN_RUINS_2F	Iron Treads distinguishes this excavated floor while repeated Claydol remains nearby. Preserve the remaining relic residents and all Rock Smash entries.
SANDSTREWN_RUINS_3F	Evolved relics and Doublade fit the higher chamber. Keep the strategic variety; final access depends on the actual sequence of warps and obstacles.
SANDSTREWN_RUINS_B1F	Stakataka and Aegislash make the deep ruin distinctive. Preserve both powerful options with their different acquisition/capture-state rules.
SCORCHED_SLAB_B1F	The hot cave combines Fighting support, dragons and Fire types. Preserve the varied roster and separate water methods; the slab's expansion route is part of its identity.
SCORCHED_SLAB_B2F	Iron Moth replaces redundant Slugma to give the deeper hot chamber a missing exceptional species. Preserve Fire/Dragon residents and the separate Reshiram landmark.
SCORCHED_SLAB_HEATRANS_ROOM	The furnace roster and Heatran interaction fit the room. Keep physical-reveal and capture states distinct; the misleading name of a flag alone is not a defect.
SEAFLOOR_CAVERN_ENTRANCE	Keep ordinary marine preparation at the entrance while Dive, the submarine and later cavern rooms remain distinct. Fishing rewards do not imply the story boulder route is open.
SEAFLOOR_CAVERN_ROOM1	Marine predators and a cave resident make the room feel submerged. Preserve its varied offensive choices and its independent authored trainer encounter.
SEAFLOOR_CAVERN_ROOM2	Sharpedo/Floatzel and deep-water bruisers distinguish this branch. Keep Basculegion and the cave bat rather than require one prescribed anti-Aqua team.
SEAFLOOR_CAVERN_ROOM3	Dhelmise, relic Pokémon and defensive Water types fit the enclosed ruin. Preserve the palette and the nearby admin battle as separate content.
SEAFLOOR_CAVERN_ROOM4	Keep Sharpedo, Malamar and the mixed marine offense. Its local cave geometry and partner-safe player options deserve preservation.
SEAFLOOR_CAVERN_ROOM5	Tynamo and deep-water attackers distinguish the darker chamber. Retain the strong choices and the range of physical/special preparation roles.
SEAFLOOR_CAVERN_ROOM6	The land roster and flooded section are separate encounter methods. Preserve both and document the current puzzle so players can actually reach the advertised water.
SEAFLOOR_CAVERN_ROOM7	The defensive marine mix complements the adjacent water pool. Keep Toxapex, Golisopod and useful specialists rather than reduce the cave to repeated Zubat.
SEAFLOOR_CAVERN_ROOM8	The final approach retains capable marine Pokémon plus Clobbopus/Dewpider options. Preserve the breadth immediately before Archie's demanding battle.
SEASPRAY_CAVE	The early side cave supplies aquatic, Ground and unusual resistance options. Keep its current broad access; do not assume Rock Smash objects block every route to the lower floor.
SEASPRAY_CAVE_B1F	Preserve the early Ice roster, babies and Frigibax. The user's choice-first direction supersedes a blanket plan to move these families later merely to reserve Shoal's novelty.
SHOAL_CAVE_LOW_TIDE_ENTRANCE_ROOM	Spheal/Snorunt and familiar cave residents establish the cold habitat. Keep its water and fishing layer and explain tide access through actual map state.
SHOAL_CAVE_LOW_TIDE_ICE_ROOM	Alolan Vulpix, Hisuian Sneasel, Iron Bundle and distinct forms give the room fresh value despite earlier Ice access. Preserve its meaningful discoveries and Mega rewards.
SHOAL_CAVE_LOW_TIDE_INNER_ROOM	Galarian Darumaka replaces the repeated bat while original cold residents remain. Preserve water-method catches and the return route under tide changes.
SHOAL_CAVE_LOW_TIDE_LOWER_ROOM	Alolan Sandshrew replaces a repeated Seel occurrence, adding a missing Ice/Steel choice. Spheal/Snorunt and the remaining roster preserve the cave's signature.
SHOAL_CAVE_LOW_TIDE_STAIRS_ROOM	The connecting cold roster supports convenient collection across the tide route. Keep Arctibax and core Ice families; a connecting room need not invent another exclusive species.
SKY_PILLAR_1F	Ancient Ghosts, minerals and dragons support the tower's identity. Preserve the ready team options and the distinction between first story ascent and later exploration conditions.
SKY_PILLAR_3F	Mature dragons and Metagross make the tower a valuable preparation destination. Preserve variety and verify actual bike/transition access before assigning an earliest capture cap.
SKY_PILLAR_5F	The upper roster offers powerful final-team choices beneath Rayquaza. Keep those encounters separate from the scripted legendary's visibility/retry state.
SLATEPORT_CITY	The port's coastal methods complement its early NPC/gift interactions. Preserve the broad return roster and avoid treating its high authored water levels as early-game accessibility.
SOOTOPOLIS_CITY	The crater lake retains its own Water roster and Finizen/Gyarados options. Story weather suppression and access to the town are separate conditions from catching after the crisis.
UNDERWATER_ROUTE124	Preserve Dondozo and the deep, developed marine population. This is a real Dive reward rather than a reason to move useful surface species out of the game.
UNDERWATER_ROUTE126	Clamperl's branches, Relicanth, Milotic and other deep residents make this underwater pocket distinct. Keep its variation and actual grass/terrain encounter access.
UNDERWATER_SEAFLOOR_CAVERN	Dondozo/Tatsugiri remain the signature discovery. Add Droopy and Stretchy variants in redundant Kingdra/Wishiwashi slots while retaining each form at least5% and the submarine-only association.
VERDANTURF_MEADOW	Keep Cottonee, Deerling and the unusual Fairy/Psychic roster. Redundant evolved forms yield Galarian Ponyta and Iron Leaves; a separate hospitality gift supplies Indeedee-F without deleting the male form.
VICTORY_ROAD_1F	Preserve the mature final-team roster and first-floor Iron Valiant. Late acquisition should be immediately usable through the Leveler and preparation services.
VICTORY_ROAD_B1F	Iron Jugulis replaces one repeated Noibat to distinguish the middle floor. Keep every other pseudo-legendary and advanced option rather than mandate raising a new team from scratch.
VICTORY_ROAD_B2F	The deepest route retains final-team power and a separate water layer. Preserve its roster and the League handoff; repeated useful families are acceptable here.
